id,listing_url,scrape_id,last_scraped,source,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
785297,https://www.airbnb.com/rooms/785297,20221211170644,2022-12-11,city scrape,3211112,https://www.airbnb.com/users/show/3211112,Rasha,2012-08-09,"Vancouver, Canada",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/03fffd99-f2ef-4dbc-b59b-3d56d68e03da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03fffd99-f2ef-4dbc-b59b-3d56d68e03da.jpg?aki_policy=profile_x_medium,Kitsilano,5,7,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Kitsilano,,49.26355,-123.17326,Private room in guest suite,Private room,2,,1 private bath,1,1,$86.00,14,90,14,14,1125,1125,14,1125,,t,5,5,5,198,2022-12-11,77,9,0,2012-11-25,2022-11-08,4.88,4.86,4.82,4.95,4.96,4.93,4.76,23-156379,f,3,2,1,0,0.63
785752,https://www.airbnb.com/rooms/785752,20221211170644,2022-12-11,city scrape,3211112,https://www.airbnb.com/users/show/3211112,Rasha,2012-08-09,"Vancouver, Canada",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/03fffd99-f2ef-4dbc-b59b-3d56d68e03da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03fffd99-f2ef-4dbc-b59b-3d56d68e03da.jpg?aki_policy=profile_x_medium,Kitsilano,5,7,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Kitsilano,,49.26213,-123.17482,Entire guest suite,Entire home/apt,3,,2 baths,2,3,$134.00,30,365,30,30,365,365,30,365,,t,18,18,18,257,2022-12-11,3,0,0,2013-02-28,2016-09-17,5,5,5,5,5,5,5,Long Term Rental Only,f,3,2,1,0,0.03
801222,https://www.airbnb.com/rooms/801222,20221211170644,2022-12-11,city scrape,4217281,https://www.airbnb.com/users/show/4217281,Jennifer,2012-11-22,"Vancouver, Canada",within a day,100%,0%,t,https://a0.muscache.com/im/users/4217281/profile_pic/1439961280/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4217281/profile_pic/1439961280/original.jpg?aki_policy=profile_x_medium,Fairview,3,3,"['email', 'phone']",t,t,,Fairview,,49.25804,-123.12119,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$106.00,30,1125,30,30,1125,1125,30,1125,,t,0,9,39,172,2022-12-11,23,0,0,2013-04-08,2021-10-26,4.59,4.64,4.82,4.95,4.82,5,4.5,,f,3,2,1,0,0.2
824612,https://www.airbnb.com/rooms/824612,20221211170644,2022-12-11,city scrape,4326869,https://www.airbnb.com/users/show/4326869,Marketa,2012-12-04,"Vancouver, Canada",within an hour,100%,83%,t,https://a0.muscache.com/im/users/4326869/profile_pic/1355217144/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4326869/profile_pic/1355217144/original.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1,"['email', 'phone', 'work_email']",t,t,"Vancouver, British Columbia, Canada",Hastings-Sunrise,,49.28618,-123.05403,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$84.00,31,1124,31,31,1124,1124,31,1124,,t,2,4,4,56,2022-12-11,69,5,0,2012-12-31,2022-10-22,4.59,4.49,4.63,4.94,4.99,4.76,4.66,,f,1,1,0,0,0.57
875309,https://www.airbnb.com/rooms/875309,20221211170644,2022-12-11,city scrape,4621004,https://www.airbnb.com/users/show/4621004,Judy,2013-01-07,"Vancouver, Canada",N/A,N/A,100%,f,https://a0.muscache.com/im/users/4621004/profile_pic/1392993284/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4621004/profile_pic/1392993284/original.jpg?aki_policy=profile_x_medium,Kitsilano,1,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Kitsilano,,49.27073,-123.16325,Entire home,Entire home/apt,5,,1.5 baths,2,2,$375.00,7,30,7,7,30,30,7,30,,t,0,0,0,21,2022-12-11,35,3,0,2013-02-19,2022-08-14,4.74,4.79,4.74,4.76,4.79,4.91,4.62,22156360,f,1,1,0,0,0.29
885600,https://www.airbnb.com/rooms/885600,20221211170644,2022-12-11,city scrape,4693732,https://www.airbnb.com/users/show/4693732,David & Patti,2013-01-13,"Vancouver, Canada",within a few hours,100%,99%,t,https://a0.muscache.com/im/users/4693732/profile_pic/1358140890/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4693732/profile_pic/1358140890/original.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Dunbar Southlands,,49.24803,-123.18517,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$130.00,3,120,3,3,120,120,3,120,,t,5,8,35,166,2022-12-11,239,36,4,2013-02-26,2022-12-06,4.92,4.95,4.92,4.98,4.96,4.82,4.87,22-155942,f,1,1,0,0,2.01
677481231162406122,https://www.airbnb.com/rooms/677481231162406122,20221211170644,2022-12-11,city scrape,333426323,https://www.airbnb.com/users/show/333426323,Kang,2020-02-04,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0ee2bd83-d424-4798-9993-fc44ccb53945.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ee2bd83-d424-4798-9993-fc44ccb53945.jpg?aki_policy=profile_x_medium,Marpole,25,34,"['email', 'phone']",t,t,,Marpole,,49.20548,-123.13208,Entire condo,Entire home/apt,4,,2 baths,2,2,$133.00,1,365,30,30,365,365,30,365,,t,0,25,55,330,2022-12-11,3,3,0,2022-07-28,2022-09-21,5,5,5,5,5,5,5,22-252734,f,10,7,3,0,0.66
677628219054062685,https://www.airbnb.com/rooms/677628219054062685,20221211170644,2022-12-11,city scrape,7705643,https://www.airbnb.com/users/show/7705643,Sunny,2013-07-24,"Vancouver, Canada",within a day,100%,75%,f,https://a0.muscache.com/im/pictures/user/0fb1f4b2-a29b-4e6a-a99f-c29d3dc1eedc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0fb1f4b2-a29b-4e6a-a99f-c29d3dc1eedc.jpg?aki_policy=profile_x_medium,Riley Park–Little Mountain,1,2,"['email', 'phone']",t,t,,Riley Park,,49.25606,-123.0968,Entire home,Entire home/apt,2,,1.5 baths,1,1,$285.00,2,6,2,2,6,6,2,6,,t,18,48,78,168,2022-12-11,5,5,0,2022-08-17,2022-10-23,4.8,5,5,4.8,5,5,4.8,22-262121,f,1,1,0,0,1.28
961006,https://www.airbnb.com/rooms/961006,20221211170644,2022-12-11,previous scrape,5233549,https://www.airbnb.com/users/show/5233549,Joyce,2013-02-26,"Vancouver, Canada",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/5233549/profile_pic/1401669384/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5233549/profile_pic/1401669384/original.jpg?aki_policy=profile_x_medium,Riley Park,4,5,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Riley Park,,49.23569,-123.10987,Entire guest suite,Entire home/apt,4,,1 bath,2,2,$219.00,1,365,1,1,365,365,1,365,,t,0,0,0,0,2022-12-11,7,0,0,2013-07-05,2017-07-21,4.33,4.8,4.2,4.6,4.6,5,4.2,20-185023,t,4,4,0,0,0.06
961831,https://www.airbnb.com/rooms/961831,20221211170644,2022-12-11,city scrape,3751879,https://www.airbnb.com/users/show/3751879,Jayden,2012-10-03,"Vancouver, Canada",within a few hours,100%,91%,f,https://a0.muscache.com/im/pictures/user/149227bf-322d-4f83-b0b8-a238a9103eaa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/149227bf-322d-4f83-b0b8-a238a9103eaa.jpg?aki_policy=profile_x_medium,Kitsilano,2,2,"['email', 'phone']",t,t,,Kitsilano,,49.26648,-123.15939,Private room in home,Private room,1,,1 shared bath,1,1,$81.00,4,30,4,4,30,30,4,30,,t,16,42,72,158,2022-12-11,35,19,1,2021-01-30,2022-11-19,5,4.97,4.91,5,4.97,5,4.91,22-156862,f,2,0,2,0,1.54
994969,https://www.airbnb.com/rooms/994969,20221211170644,2022-12-11,city scrape,600607,https://www.airbnb.com/users/show/600607,Martello,2011-05-18,"Vancouver, Canada",within a few hours,100%,51%,f,https://a0.muscache.com/im/pictures/user/fbeddaba-13ef-4c46-89fa-de284890ddc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbeddaba-13ef-4c46-89fa-de284890ddc0.jpg?aki_policy=profile_x_medium,Downtown Vancouver,42,76,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.28006,-123.12673,Entire rental unit,Entire home/apt,2,,1 bath,,,$80.00,30,90,30,30,90,90,30,90,,t,18,48,48,48,2022-12-11,3,2,0,2013-09-17,2022-09-22,4,4.33,3.33,5,5,5,4,,f,37,37,0,0,0.03
995174,https://www.airbnb.com/rooms/995174,20221211170644,2022-12-11,city scrape,600607,https://www.airbnb.com/users/show/600607,Martello,2011-05-18,"Vancouver, Canada",within a few hours,100%,51%,f,https://a0.muscache.com/im/pictures/user/fbeddaba-13ef-4c46-89fa-de284890ddc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbeddaba-13ef-4c46-89fa-de284890ddc0.jpg?aki_policy=profile_x_medium,Downtown Vancouver,42,76,"['email', 'phone']",t,t,,West End,,49.28837,-123.12766,Entire rental unit,Entire home/apt,4,,2 baths,2,2,$111.00,30,90,30,30,90,90,30,90,,t,4,34,34,34,2022-12-11,13,0,0,2013-07-28,2021-12-01,4.62,4.62,4.62,4.92,4.77,4.77,4.77,,f,37,37,0,0,0.11
13831080,https://www.airbnb.com/rooms/13831080,20221211170644,2022-12-11,city scrape,21783759,https://www.airbnb.com/users/show/21783759,Viviena,2014-09-25,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/89912b80-1f86-4508-8a39-19239ab87ee8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89912b80-1f86-4508-8a39-19239ab87ee8.jpg?aki_policy=profile_x_medium,Downtown Vancouver,10,10,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27971,-123.11618,Entire condo,Entire home/apt,2,,1 bath,1,1,$150.00,30,1125,30,30,1125,1125,30,1125,,t,3,33,63,338,2022-12-11,15,2,1,2016-12-12,2022-11-26,4.93,5,5,5,5,5,4.86,,f,8,8,0,0,0.21
1015935,https://www.airbnb.com/rooms/1015935,20221211170644,2022-12-11,city scrape,56709,https://www.airbnb.com/users/show/56709,Samantha Jo,2009-11-23,"Vancouver, Canada",within an hour,80%,95%,f,https://a0.muscache.com/im/pictures/user/28fd603e-5f80-4064-9c92-cdd89a04db5c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28fd603e-5f80-4064-9c92-cdd89a04db5c.jpg?aki_policy=profile_x_medium,Downtown Eastside,3,3,"['email', 'phone']",t,t,,Downtown Eastside,,49.2804,-123.08908,Entire guesthouse,Entire home/apt,2,,1 bath,,1,$115.00,30,1125,30,30,1125,1125,30,1125,,t,4,4,4,168,2022-12-11,217,2,0,2013-04-06,2022-10-11,4.8,4.87,4.92,4.86,4.7,4.62,4.81,19-162091,f,3,3,0,0,1.84
1021607,https://www.airbnb.com/rooms/1021607,20221211170644,2022-12-11,city scrape,5623565,https://www.airbnb.com/users/show/5623565,Hajime,2013-03-25,"Richmond, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/users/5623565/profile_pic/1391397969/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5623565/profile_pic/1391397969/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,3,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27747,-123.12098,Entire condo,Entire home/apt,2,,1 bath,,2,$65.00,30,365,9,30,365,365,29.6,365,,t,2,5,9,102,2022-12-11,104,3,0,2013-04-08,2022-07-25,4.84,4.78,4.89,4.95,4.97,4.94,4.86,Exempt,f,2,2,0,0,0.88
1021669,https://www.airbnb.com/rooms/1021669,20221211170644,2022-12-11,city scrape,5623565,https://www.airbnb.com/users/show/5623565,Hajime,2013-03-25,"Richmond, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/users/5623565/profile_pic/1391397969/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5623565/profile_pic/1391397969/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,3,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27703,-123.12692,Entire condo,Entire home/apt,2,,1 bath,,1,$70.00,30,365,30,30,365,365,30,365,,t,0,0,21,198,2022-12-11,145,4,0,2013-05-14,2022-10-31,4.75,4.81,4.76,4.97,4.97,4.84,4.78,Exempt,f,2,2,0,0,1.24
1113551,https://www.airbnb.com/rooms/1113551,20221211170644,2022-12-11,city scrape,5231060,https://www.airbnb.com/users/show/5231060,Liz,2013-02-25,"Vancouver, Canada",within a few hours,100%,100%,f,https://a0.muscache.com/im/users/5231060/profile_pic/1367048390/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5231060/profile_pic/1367048390/original.jpg?aki_policy=profile_x_medium,Kitsilano,2,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Kitsilano,,49.26008,-123.15989,Entire home,Entire home/apt,8,,2 baths,4,7,$706.00,7,60,3,7,1125,1125,6.9,1125,,t,10,10,10,137,2022-12-11,42,4,0,2013-07-23,2022-07-30,4.83,4.81,4.63,4.93,4.9,4.9,4.7,22-156457,t,1,1,0,0,0.37
1118858,https://www.airbnb.com/rooms/1118858,20221211170644,2022-12-11,city scrape,70137,https://www.airbnb.com/users/show/70137,Kai,2010-01-13,"Vancouver, Canada",within a day,80%,71%,f,https://a0.muscache.com/im/users/70137/profile_pic/1367221458/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/70137/profile_pic/1367221458/original.jpg?aki_policy=profile_x_medium,West End,5,9,"['email', 'phone']",t,t,,West End,,49.28239,-123.13021,Private room in home,Private room,2,,1 private bath,1,1,$75.00,30,360,30,30,360,360,30,360,,t,0,0,23,298,2022-12-11,60,1,0,2013-06-11,2022-04-07,4.54,4.5,4.25,4.75,4.72,4.82,4.55,18-573700,f,4,0,4,0,0.52
1141457,https://www.airbnb.com/rooms/1141457,20221211170644,2022-12-11,city scrape,6067405,https://www.airbnb.com/users/show/6067405,Paige And Grant,2013-04-24,"Vancouver, Canada",within an hour,90%,87%,f,https://a0.muscache.com/im/pictures/user/1c25eb3f-7936-4004-97a8-05f963be9872.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c25eb3f-7936-4004-97a8-05f963be9872.jpg?aki_policy=profile_x_medium,Downtown Eastside,2,3,"['email', 'phone']",t,t,,Downtown Eastside,,49.27925,-123.08814,Entire home,Entire home/apt,4,,1 bath,2,2,$114.00,3,1125,3,5,1125,1125,3,1125,,t,7,9,32,221,2022-12-11,299,32,1,2013-05-12,2022-11-20,4.75,4.91,4.91,4.92,4.88,4.56,4.77,22-156517,f,2,2,0,0,2.56
1162198,https://www.airbnb.com/rooms/1162198,20221211170644,2022-12-11,city scrape,6366260,https://www.airbnb.com/users/show/6366260,Mary,2013-05-13,"Vancouver, Canada",a few days or more,40%,37%,f,https://a0.muscache.com/im/pictures/user/bb945df6-fd7e-49ea-95b8-13b9a8c6fd12.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bb945df6-fd7e-49ea-95b8-13b9a8c6fd12.jpg?aki_policy=profile_x_medium,Commercial Drive,1,3,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Grandview-Woodland,,49.2726,-123.06988,Private room in rental unit,Private room,1,,1 shared bath,1,1,$49.00,30,365,30,30,365,365,30,365,,t,0,0,11,101,2022-12-11,75,1,0,2013-08-11,2022-02-01,4.69,4.6,4.57,4.92,4.76,4.78,4.78,,f,1,0,1,0,0.66
1178149,https://www.airbnb.com/rooms/1178149,20221211170644,2022-12-11,city scrape,6165412,https://www.airbnb.com/users/show/6165412,Sylvia,2013-04-30,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/3ea99097-99f6-43fc-983b-1993dea383a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3ea99097-99f6-43fc-983b-1993dea383a9.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Hastings-Sunrise,,49.26957,-123.04828,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$90.00,3,10,3,3,10,10,3,10,,t,8,38,58,171,2022-12-11,61,18,1,2018-07-14,2022-11-25,4.92,4.92,5,5,4.98,4.74,4.9,23-156432,f,1,1,0,0,1.14
1187929,https://www.airbnb.com/rooms/1187929,20221211170644,2022-12-11,city scrape,6495937,https://www.airbnb.com/users/show/6495937,Janet,2013-05-21,"Vancouver, Canada",within an hour,100%,85%,f,https://a0.muscache.com/im/pictures/user/03a32344-23fa-4e38-b8d6-3a462fc4af95.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03a32344-23fa-4e38-b8d6-3a462fc4af95.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,1,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,,49.24965,-123.07027,Entire home,Entire home/apt,4,,2 baths,2,2,$146.00,5,1125,4,5,5,1125,5,1112.1,,t,10,12,12,12,2022-12-11,108,14,4,2013-07-19,2022-11-29,4.84,4.89,4.78,4.9,4.97,4.72,4.88,22-262354,f,1,1,0,0,0.94
1191143,https://www.airbnb.com/rooms/1191143,20221211170644,2022-12-11,city scrape,598979,https://www.airbnb.com/users/show/598979,Mary,2011-05-18,"Vancouver, Canada",N/A,N/A,100%,f,https://a0.muscache.com/im/users/598979/profile_pic/1369185120/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/598979/profile_pic/1369185120/original.jpg?aki_policy=profile_x_medium,Kitsilano,1,2,"['email', 'phone']",t,t,,Kitsilano,,49.26716,-123.17653,Entire home,Entire home/apt,5,,1.5 baths,3,3,$420.00,3,5,3,3,5,5,3,5,,t,0,0,0,103,2022-12-11,15,3,0,2014-05-21,2022-09-04,4.73,4.79,4.71,5,4.93,4.93,4.93,23-158044,f,1,1,0,0,0.14
1214617,https://www.airbnb.com/rooms/1214617,20221211170644,2022-12-11,city scrape,6630357,https://www.airbnb.com/users/show/6630357,Divina And Viv,2013-05-29,"Vancouver, Canada",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/5be24b08-b39f-42fb-b2fb-b497a9388228.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5be24b08-b39f-42fb-b2fb-b497a9388228.jpg?aki_policy=profile_x_medium,Commercial Drive,1,2,"['email', 'phone', 'work_email']",t,t,"Vancouver, British Columbia, Canada",Grandview-Woodland,,49.26731,-123.06909,Entire guest suite,Entire home/apt,4,,1 bath,2,2,$134.00,3,60,3,3,1125,1125,3,1125,,t,14,44,74,164,2022-12-11,223,29,1,2013-07-12,2022-11-13,4.87,4.82,4.93,4.97,4.96,4.9,4.79,22-156179,f,1,1,0,0,1.94
1223989,https://www.airbnb.com/rooms/1223989,20221211170644,2022-12-11,previous scrape,6677154,https://www.airbnb.com/users/show/6677154,Amanda,2013-05-31,"Vancouver, Canada",within a few hours,100%,22%,f,https://a0.muscache.com/im/users/6677154/profile_pic/1372102393/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6677154/profile_pic/1372102393/original.jpg?aki_policy=profile_x_medium,West End,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.27843,-123.12901,Entire condo,Entire home/apt,2,,1 bath,,1,$132.00,90,1125,90,90,1125,1125,90,1125,,t,0,0,0,61,2022-12-11,101,0,0,2013-07-02,2021-01-31,4.85,4.84,4.89,4.9,4.94,4.91,4.86,,f,1,1,0,0,0.88
1291394,https://www.airbnb.com/rooms/1291394,20221211170644,2022-12-11,city scrape,7021457,https://www.airbnb.com/users/show/7021457,Leila,2013-06-20,"Vancouver, Canada",within an hour,100%,67%,f,https://a0.muscache.com/im/users/7021457/profile_pic/1371751207/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7021457/profile_pic/1371751207/original.jpg?aki_policy=profile_x_medium,Kitsilano,3,4,"['email', 'phone', 'work_email']",t,t,"Vancouver, British Columbia, Canada",Kitsilano,,49.26889,-123.18543,Entire guest suite,Entire home/apt,6,,2 baths,3,4,$150.00,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,193,2022-12-11,39,1,0,2013-07-28,2022-02-03,4.9,4.97,4.84,4.97,5,4.97,4.92,22-174488,f,2,2,0,0,0.34
1309315,https://www.airbnb.com/rooms/1309315,20221211170644,2022-12-11,previous scrape,7116781,https://www.airbnb.com/users/show/7116781,Hugh & Caryn,2013-06-25,"Vancouver, Canada",N/A,N/A,75%,f,https://a0.muscache.com/im/pictures/user/5d81f0c5-8844-4323-805a-1d368b01ca85.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d81f0c5-8844-4323-805a-1d368b01ca85.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,3,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Mount Pleasant,,49.26719,-123.10982,Entire home,Entire home/apt,6,,3 baths,4,4,$399.00,5,14,5,5,14,14,5,14,,t,0,0,0,0,2022-12-11,7,2,0,2013-08-03,2022-08-29,4.29,4.86,4.71,5,4.57,4.57,4.57,22-233957,f,1,1,0,0,0.06
1316419,https://www.airbnb.com/rooms/1316419,20221211170644,2022-12-11,city scrape,600607,https://www.airbnb.com/users/show/600607,Martello,2011-05-18,"Vancouver, Canada",within a few hours,100%,51%,f,https://a0.muscache.com/im/pictures/user/fbeddaba-13ef-4c46-89fa-de284890ddc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbeddaba-13ef-4c46-89fa-de284890ddc0.jpg?aki_policy=profile_x_medium,Downtown Vancouver,42,76,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.28279,-123.1222,Entire rental unit,Entire home/apt,2,,,1,,$77.00,180,365,180,180,365,365,180,365,,t,7,37,67,342,2022-12-11,2,0,0,2014-05-01,2014-07-01,4.5,4,4.5,5,3,4,4,,f,37,37,0,0,0.02
1324743,https://www.airbnb.com/rooms/1324743,20221211170644,2022-12-11,city scrape,7190610,https://www.airbnb.com/users/show/7190610,Nathan,2013-06-30,"Vancouver, Canada",a few days or more,40%,21%,f,https://a0.muscache.com/im/pictures/user/aa12a20f-86f1-43a8-bf74-2ceb56303b21.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aa12a20f-86f1-43a8-bf74-2ceb56303b21.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,1,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Mount Pleasant,,49.25909,-123.10415,Entire rental unit,Entire home/apt,3,,1 bath,1,2,$85.00,3,1125,3,3,1125,1125,3,1125,,t,3,14,41,41,2022-12-11,23,7,1,2013-07-15,2022-11-14,4.57,4.8,4.29,4.75,4.75,4.9,4.85,22-157787,f,1,1,0,0,0.2
1343519,https://www.airbnb.com/rooms/1343519,20221211170644,2022-12-11,city scrape,70137,https://www.airbnb.com/users/show/70137,Kai,2010-01-13,"Vancouver, Canada",within a day,80%,71%,f,https://a0.muscache.com/im/users/70137/profile_pic/1367221458/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/70137/profile_pic/1367221458/original.jpg?aki_policy=profile_x_medium,West End,5,9,"['email', 'phone']",t,t,,West End,,49.28247,-123.13068,Private room in home,Private room,2,,1 private bath,1,1,$75.00,30,360,30,30,360,360,30,360,,t,11,11,39,314,2022-12-11,67,2,0,2014-05-20,2022-10-29,4.46,4.61,4.49,4.82,4.75,4.87,4.57,18-573700,f,4,0,4,0,0.64
1360765,https://www.airbnb.com/rooms/1360765,20221211170644,2022-12-11,city scrape,7338933,https://www.airbnb.com/users/show/7338933,Sadiq,2013-07-07,"West Vancouver, Canada",within a few hours,100%,95%,t,https://a0.muscache.com/im/users/7338933/profile_pic/1383550402/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7338933/profile_pic/1383550402/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,5,7,"['email', 'phone']",t,t,,Downtown,,49.284,-123.11432,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$97.00,30,1125,30,30,1125,1125,30,1125,,t,5,5,12,147,2022-12-11,115,3,0,2013-07-22,2022-08-13,4.75,4.71,4.65,4.74,4.81,4.84,4.79,,t,3,3,0,0,1.01
1378220,https://www.airbnb.com/rooms/1378220,20221211170644,2022-12-11,city scrape,7465731,https://www.airbnb.com/users/show/7465731,Brian,2013-07-13,"Vancouver, Canada",within an hour,100%,92%,f,https://a0.muscache.com/im/users/7465731/profile_pic/1373759986/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7465731/profile_pic/1373759986/original.jpg?aki_policy=profile_x_medium,Point Grey/University of British Columbia,2,2,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",West Point Grey,,49.26026,-123.20135,Entire home,Entire home/apt,3,,1 bath,1,2,$126.00,3,30,3,3,30,30,3,30,,t,20,50,80,80,2022-12-11,96,20,1,2016-07-03,2022-11-23,4.67,4.78,4.76,4.79,4.9,4.92,4.61,22156500,f,2,1,1,0,1.22
1380472,https://www.airbnb.com/rooms/1380472,20221211170644,2022-12-11,city scrape,6848356,https://www.airbnb.com/users/show/6848356,Tina,2013-06-11,"Vancouver, Canada",within a few hours,100%,96%,t,https://a0.muscache.com/im/pictures/user/1e850aff-ffeb-4f8f-926a-7a582e49a1ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e850aff-ffeb-4f8f-926a-7a582e49a1ce.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,15,"['email', 'phone']",t,t,"Vancouver, British Columbia, Canada",Downtown,,49.28284,-123.12335,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$254.00,30,1125,30,30,1125,1125,30,1125,,t,0,2,14,133,2022-12-11,11,1,0,2013-08-15,2022-11-01,4.91,4.91,4.64,5,5,4.82,4.64,18-464035,f,1,1,0,0,0.1
