description,neighborhood_overview,host_about,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,instant_bookable,amenity_smoke_alarm,amenity_kitchen,amenity_wifi,amenity_essentials,amenity_hangers,amenity_hair_dryer,amenity_hot_water,amenity_dishes_and_silverware,amenity_cooking_basics,amenity_refrigerator,amenity_carbon_monoxide_alarm,amenity_shampoo,amenity_iron,amenity_microwave,amenity_fire_extinguisher,amenity_bed_linens,amenity_heating,amenity_washer,amenity_dishwasher,amenity_free_parking_on_premises,amenity_long_term_stays_allowed,amenity_self_check-in,amenity_dedicated_workspace,amenity_oven,amenity_first_aid_kit,amenity_bathtub,amenity_extra_pillows_and_blankets,amenity_hot_water_kettle,amenity_private_entrance,amenity_cleaning_products,host_verification_phone,host_verification_email,host_verification_work_email,host_verification_photographer,log_price,log_host_response_rate,log_host_acceptance_rate,log_host_total_listings_count,log_accommodates,log_minimum_nights,log_maximum_nights,log_availability_30,log_availability_365,log_number_of_reviews,log_review_scores_rating,log_bathrooms,fr_month,fr_day,lr_year,lr_month,lr_day,hs_year,hs_month,hs_day,host_response_time_order,room_type_entire_home_or_apt,bathroom_is_private,ngb_arbutus_ridge,ngb_downtown,ngb_downtown_eastside,ngb_dunbar_southlands,ngb_fairview,ngb_grandview_woodland,ngb_hastings_sunrise,ngb_kensington_cedar_cottage,ngb_kerrisdale,ngb_killarney,ngb_kitsilano,ngb_marpole,ngb_mount_pleasant,ngb_oakridge,ngb_renfrew_collingwood,ngb_riley_park,ngb_shaughnessy,ngb_south_cambie,ngb_strathcona,ngb_sunset,ngb_victoria_fraserview,ngb_west_end,boat,camper/rv,entire_bungalow,entire_cabin,entire_condo,entire_cottage,entire_guest_suite,entire_guesthouse,entire_home,entire_loft,entire_place,entire_rental_unit,entire_serviced_apartment,entire_timeshare,entire_townhouse,entire_vacation_home,entire_villa,floor,private_room_in_bed_and_breakfast,private_room_in_boat,private_room_in_bungalow,private_room_in_camper/rv,private_room_in_casa_particular,private_room_in_condo,private_room_in_cottage,private_room_in_guest_suite,private_room_in_guesthouse,private_room_in_home,private_room_in_hostel,private_room_in_loft,private_room_in_rental_unit,private_room_in_resort,private_room_in_serviced_apartment,private_room_in_tiny_home,private_room_in_townhouse,private_room_in_vacation_home,private_room_in_villa,room_in_aparthotel,room_in_boutique_hotel,room_in_hotel,tiny_home
1,0,1,0,1,1,49.25569,-123.12535,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5.707110264748875,4.581892669691393,4.495121834411848,1.6094379124341003,1.6094379124341003,1.791759469228055,7.025538314638521,3.367295829986474,4.48863636973214,3.8501476017100584,1.7457155307266483,0.6931471805599453,3,12,2019,12,14,2014,4,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,49.2669,-123.18265,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,5.3981627015177525,4.61512051684126,4.61512051684126,1.6094379124341003,1.6094379124341003,3.4339872044851463,7.025538314638521,0.0,4.3694478524670215,4.0943445622221,1.7509374747078,0.6931471805599453,2,26,2023,1,7,2017,2,22,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.25306,-123.07141,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,5.929589143389895,4.581892669691393,4.495121834411848,1.0986122886681098,2.3978952727983707,1.0986122886681098,7.026426808699636,0.0,0.0,4.204692619390966,1.791759469228055,1.0986122886681098,4,1,2019,8,26,2015,9,29,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,49.28441,-123.12249,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5.680172609017068,4.61512051684126,4.61512051684126,1.6094379124341003,1.0986122886681098,3.367295829986474,4.51085950651685,2.4849066497880004,5.66988092298052,5.278114659230517,1.766441661243765,0.6931471805599453,4,10,2022,10,31,2017,2,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.27045,-123.14534,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,5.707110264748875,4.61512051684126,4.61512051684126,1.0986122886681098,1.9459101490553132,1.3862943611198906,7.026426808699636,1.791759469228055,5.231108616854587,5.575949103146316,1.7833912195575383,0.6931471805599453,4,27,2023,3,7,2013,7,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,49.21622,-123.10308,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,5.017279836814924,4.581892669691393,0.0,1.3862943611198906,1.0986122886681098,3.4657359027997265,3.4657359027997265,3.367295829986474,4.48863636973214,1.9459101490553132,1.673351238177753,0.9162907318741551,4,21,2018,8,9,2017,2,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,49.25504,-123.08632,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,5.111987788356544,4.61512051684126,4.574710978503383,0.6931471805599453,1.6094379124341003,1.3862943611198906,3.4339872044851463,1.3862943611198906,1.6094379124341003,4.406719247264253,1.776645831418007,0.6931471805599453,6,16,2023,2,27,2017,3,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.24558,-123.10589,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,5.5254529391317835,4.61512051684126,2.6390573296152584,1.0986122886681098,1.9459101490553132,1.3862943611198906,2.70805020110221,3.4011973816621555,4.700480365792417,1.791759469228055,1.791759469228055,0.6931471805599453,8,13,2021,8,30,2017,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,49.26678,-123.18156,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,5.981414211254481,4.61512051684126,4.61512051684126,1.6094379124341003,1.9459101490553132,3.4339872044851463,7.025538314638521,0.0,5.424950017481403,3.871201010907891,1.7561322915849038,1.0986122886681098,4,13,2022,8,15,2017,2,22,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.21398,-123.13225,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,4.795790545596741,4.581892669691393,4.495121834411848,1.0986122886681098,1.6094379124341003,1.3862943611198906,7.026426808699636,0.0,0.0,3.6109179126442243,1.7561322915849038,0.6931471805599453,6,9,2020,2,14,2015,1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,49.28979,-123.12419,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6.505784060128229,4.581892669691393,4.495121834411848,0.6931471805599453,1.6094379124341003,3.4657359027997265,3.4657359027997265,3.1780538303479458,5.883322388488279,0.6931471805599453,0.0,1.0986122886681098,7,27,2017,7,27,2015,11,12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.279255647245066,-123.0880571660931,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,5.0106352940962555,4.61512051684126,4.61512051684126,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.026426808699636,2.833213344056216,4.330733340286331,5.209486152841421,1.7850704810772584,0.6931471805599453,4,30,2023,3,7,2011,9,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.26567,-123.1211,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,5.703782474656201,4.61512051684126,4.276666119016055,0.6931471805599453,1.0986122886681098,1.3862943611198906,7.026426808699636,1.0986122886681098,5.7899601708972535,3.9512437185814275,1.7561322915849038,0.6931471805599453,9,17,2023,1,3,2014,2,19,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.25744,-123.10509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,4.762173934797756,4.61512051684126,4.605170185988092,0.6931471805599453,1.6094379124341003,1.6094379124341003,7.026426808699636,1.3862943611198906,5.583496308781699,5.342334251964811,1.7227665977411035,0.6931471805599453,4,1,2023,2,14,2012,9,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.28716,-123.12709,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,5.66988092298052,4.59511985013459,4.532599493153256,4.143134726391533,1.6094379124341003,3.4339872044851463,5.902633333401366,3.4339872044851463,5.902633333401366,4.0943445622221,1.7867469274045107,1.0986122886681098,3,19,2023,1,20,2012,11,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.27951,-123.11818,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,4.709530201312334,4.61512051684126,4.330733340286331,0.6931471805599453,1.3862943611198906,3.4657359027997265,7.026426808699636,0.0,4.919980925828125,3.9318256327243257,1.7783364488959144,0.6931471805599453,4,16,2023,3,1,2017,3,13,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,49.29021,-123.05265,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,4.875197323201151,4.61512051684126,4.61512051684126,0.6931471805599453,1.3862943611198906,1.0986122886681098,7.026426808699636,2.70805020110221,4.875197323201151,5.135798437050262,1.7867469274045107,0.6931471805599453,3,27,2023,3,1,2017,3,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.23522,-123.07804,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,5.081404364984463,4.61512051684126,4.61512051684126,1.0986122886681098,1.9459101490553132,3.4339872044851463,4.795790545596741,0.0,4.454347296253507,3.58351893845611,1.791759469228055,1.0986122886681098,8,9,2023,2,25,2016,7,6,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,49.26891,-123.18143,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,5.170483995038151,4.61512051684126,4.61512051684126,1.6094379124341003,1.0986122886681098,3.4339872044851463,7.025538314638521,0.0,5.552959584921617,3.7376696182833684,1.7749523509116738,0.6931471805599453,5,2,2022,8,15,2017,2,22,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,49.23711,-123.07616,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,4.727387818712341,4.61512051684126,4.61512051684126,1.0986122886681098,1.791759469228055,3.4339872044851463,4.795790545596741,2.0794415416798357,4.394449154672439,3.5553480614894135,1.7613002617433464,0.6931471805599453,8,23,2022,8,31,2017,3,18,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,49.27626,-123.11505,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,4.543294782270004,4.61512051684126,0.0,0.6931471805599453,1.3862943611198906,5.902633333401366,7.026426808699636,3.4339872044851463,5.902633333401366,1.791759469228055,1.791759469228055,0.6931471805599453,5,29,2021,7,7,2017,3,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,49.27295,-123.07359,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,5.298317366548036,4.581892669691393,4.495121834411848,0.6931471805599453,1.6094379124341003,1.3862943611198906,7.026426808699636,0.0,0.0,3.7376696182833684,1.7544036826842861,0.6931471805599453,3,28,2021,9,27,2015,7,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.28047561645508,-123.09878540039062,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,3.912023005428146,3.9318256327243257,3.9318256327243257,1.3862943611198906,1.0986122886681098,3.4339872044851463,4.110873864173311,0.0,0.0,4.31748811353631,1.7783364488959144,0.6931471805599453,4,12,2023,1,10,2011,6,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,49.27486,-123.11602,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4.564348191467836,4.61512051684126,4.61512051684126,0.6931471805599453,1.3862943611198906,5.198497031265826,5.902633333401366,3.4339872044851463,5.902633333401366,3.4339872044851463,1.7698546338400052,0.6931471805599453,5,12,2022,11,18,2016,7,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,49.28729248046875,-123.12388610839844,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,5.53338948872752,4.61512051684126,4.574710978503383,2.3978952727983707,1.0986122886681098,0.6931471805599453,7.026426808699636,2.8903717578961645,5.225746673713202,5.288267030694535,1.7544036826842861,0.6931471805599453,4,2,2023,3,10,2016,5,30,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.28249,-123.1243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,4.875197323201151,4.61512051684126,4.330733340286331,1.6094379124341003,1.6094379124341003,3.4339872044851463,5.198497031265826,1.3862943611198906,5.293304824724492,3.784189633918261,1.7833912195575383,0.6931471805599453,6,21,2023,2,28,2015,4,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.2922,-123.14128,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5.003946305945459,4.581892669691393,4.495121834411848,1.3862943611198906,1.0986122886681098,3.4339872044851463,7.026426808699636,0.0,0.0,2.302585092994046,1.7732559976634952,0.6931471805599453,4,24,2017,10,9,2014,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,49.26681,-123.09716,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,5.247024072160486,4.61512051684126,4.61512051684126,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.026426808699636,0.6931471805599453,0.6931471805599453,5.568344503761097,1.7817091333745536,0.6931471805599453,5,1,2023,3,8,2015,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,49.26359,-123.03654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,4.795790545596741,4.581892669691393,4.495121834411848,1.3862943611198906,1.9459101490553132,1.0986122886681098,2.70805020110221,0.0,0.0,1.3862943611198906,1.791759469228055,1.0986122886681098,8,17,2018,8,17,2017,3,29,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.23012,-123.14419,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,4.174387269895637,4.61512051684126,4.30406509320417,3.4339872044851463,1.0986122886681098,3.4339872044851463,4.51085950651685,3.4339872044851463,4.1588830833596715,3.8066624897703196,1.724550719534605,1.9459101490553132,4,4,2017,11,13,2016,9,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.23134,-123.14207,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,4.382026634673881,4.61512051684126,4.30406509320417,3.4339872044851463,1.0986122886681098,3.4339872044851463,4.51085950651685,0.0,0.0,3.7376696182833684,1.742219023667919,1.252762968495368,4,16,2022,9,3,2016,9,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.23063,-123.14413,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,4.31748811353631,4.61512051684126,4.30406509320417,3.4339872044851463,1.0986122886681098,3.4339872044851463,4.51085950651685,3.4339872044851463,4.1588830833596715,3.912023005428146,1.713797927758343,1.252762968495368,4,8,2022,11,30,2016,9,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.27704,-123.12395,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,4.912654885736052,4.61512051684126,4.499809670330265,2.9444389791664403,1.0986122886681098,3.4339872044851463,7.02197642307216,3.4339872044851463,5.537334267018537,2.9444389791664403,1.7817091333745536,0.6931471805599453,4,30,2023,3,4,2014,11,20,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,49.25158,-123.07801,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,5.991464547107982,4.581892669691393,4.330733340286331,1.3862943611198906,1.9459101490553132,1.6094379124341003,3.4011973816621555,0.0,0.0,3.044522437723423,1.7578579175523736,1.252762968495368,8,18,2022,8,7,2013,4,27,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,49.28709,-123.13615,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.51085950651685,4.581892669691393,4.495121834411848,0.6931471805599453,1.0986122886681098,1.0986122886681098,3.4339872044851463,0.0,0.0,3.332204510175204,1.7544036826842861,0.6931471805599453,5,15,2019,7,28,2017,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,49.28029,-123.12526,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,4.7535901911063645,4.581892669691393,4.495121834411848,0.6931471805599453,1.6094379124341003,3.4339872044851463,7.026426808699636,0.0,0.0,4.51085950651685,1.724550719534605,0.6931471805599453,4,16,2018,9,1,2016,9,25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,49.2688,-123.05555,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4.941642422609304,4.61512051684126,4.5217885770490405,0.6931471805599453,1.0986122886681098,2.0794415416798357,4.110873864173311,3.4011973816621555,5.84354441703136,4.882801922586371,1.7749523509116738,0.6931471805599453,4,20,2023,2,26,2014,3,9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
